"person_id","person_name","objekt_typ","rolle","objekt_id","publikationsjahr"
"P5498","Graf, Mia","Buch","VerfasserIn Buch","9783384022875",2023
"P13010","Paskow, Nicole","Buch","Sonstige Rolle Buch","9783866381476",2010
"P13982","Reeken, Dieter von","Buch","HerausgeberIn Buch","9783945807408",2019
"P11473","Meissner, Peter","Buch","VerfasserIn Buch","9783990243657",2015
"P11829","Moll, Manfred","Buch","VerfasserIn Buch","9783850405386",2012
"P19726","Wulf, Heike","Buch","VerfasserIn Buch","9783819607837",2011
"P5505","Grafenstein, Charlotte","Buch","Sonstige Rolle Buch","9783957201607",2016
"P16662","Skorpil, Andrea","Buch","Sonstige Rolle Buch","9783944810041",2019
"P10897","Maaß, Corinna","Buch","VerfasserIn Buch","9783981814040",2016
"P10860","Lüthje, Verena","Buch","Unklare Rolle Buch","9783752982022",2020
"P685","Bachmann, Tobias","Buch","VerfasserIn Buch","9783958693593",2023
"P1854","Bornemann, Wolfgang","Buch","VerfasserIn Buch","9783200064799",2019
"P14124","Reitmajer, Valentin","Buch","HerausgeberIn Buch","9783942867443",2015
"P11358","Mayr-Gruber, Sigrid","Buch","VerfasserIn Buch","9783866349025",2010
"P16856","Spiegelhauer, Tom","Buch","HerausgeberIn Buch","9783961037865",2020
"P19274","Wiebus, Bernd","Buch","VerfasserIn Buch","9783748575412",2019
"P9704","Kämmle, Bodo","Buch","HerausgeberIn Buch","9783756861040",2023
"P2287","Buehler, Rohna","Literaturwettbewerb","Jurymitglied 2023","W30",NULL
"P2674","Chaivron, Emma Louise","Buch","VerfasserIn Buch","9783960002642",2023
"P12887","Over, Jutta","Buch","VerfasserIn Buch","9783757847302",2023
"P5697","Gross, Elvira M.","Buch","HerausgeberIn Buch","9783902711816",2019
"P16814","Spang, Ina","Buch","Sonstige Rolle Buch","9783947926176",2023
"P8391","Katzur, Christa","Buch","VerfasserIn Buch","9783757516581",2023
"P3935","Endres, Christian","Buch","VerfasserIn Buch","9783989423220",2023
"P5787","Gräbener, Marie-Pascale","Buch","Sonstige Rolle Buch","9783943292084",2013
"P11731","Minden, Inka Loreen","Buch","Sonstige Rolle Buch","9783404170272",2014
"P9561","Kugler, Harald","Buch","VerfasserIn Buch","9783741815553",2016
"P9212","Kotzebue, Wilhelm von","Buch","Unklare Rolle Buch","9783428165308",2013
"P6243","Hamade, Houssam","Buch","Unklare Rolle Buch","9783744831086",2019
"P9712","Kästner, Erich","Buch","VerfasserIn Buch","9783038820222",2019
"P18295","Urbschat, Ralf","Buch","Sonstige Rolle Buch","9783931140175",2012
"P9665","Kuschel, Yvonne","Buch","VerfasserIn Buch","9783905951271",2014
"P4750","Friedrich, Jutta B.","Buch","VerfasserIn Buch","9783903161146",2016
"P5187","Gerber, Georg","Literaturwettbewerb Ausgabe","Jurymitglied","WA131",2013
"P19145","Werdenberg, Melchior","Buch","VerfasserIn Buch","9783906065236",2014
"P4862","Fuchs, Irmgard","Buch","VerfasserIn Buch","9783218009904",2015
"P243","Allan, Lucius","Buch","Sonstige Rolle Buch","9783957200693",2015
"P6372","Harrer, Isabelle","Buch","Sonstige Rolle Buch","9783942229630",2012
"P832","Barth, Heinz-Georg","Buch","Sonstige Rolle Buch","9783941127227",2012
"P11053","Mann, Sunil","Buch","VerfasserIn Buch","9783347722866",2022
"P16195","Schöber, Annelie","Buch","VerfasserIn Buch","9783755752325",2022
"P14425","Rodgers, Davina","Literaturwettbewerb Ausgabe","Jurymitglied","WA120",2012
"P2067","Brettschneider, Detlef","Buch","VerfasserIn Buch","9783754325957",2021
"P5807","Gröschke, Christian","Buch","VerfasserIn Buch","9783754134191",2021
"P16927","Stach, Reiner","Buch","HerausgeberIn Buch","9783596709649",2023
"P10258","Lemhöfer, Wolfgang","Buch","VerfasserIn Buch","9783940212207",2008
"P8378","Kastner, Jörg","Buch","Sonstige Rolle Buch","9783927071339",2011
"P18652","Wagner, Michael","Buch","VerfasserIn Buch","9783753477251",2022
"P19246","Wichlatz, Helmut","Buch","VerfasserIn Buch","9783757804688",2023
"P5711","Grotewohlt, Barbara","Buch","Sonstige Rolle Buch","9783944643304",2014
"P6353","Hargens, Jürgen","Buch","VerfasserIn Buch","9783864650727",2016
"P16255","Schüler, Sigrid","Buch","Unklare Rolle Buch","9783746785332",2018
"P13375","Pininski, Zbigniew Peter","Buch","VerfasserIn Buch","9783000344725",2011
"P11333","Mayer, Carmen","Buch","Sonstige Rolle Buch","9783943121049",2011
"P8503","Kelpinski, Wolf","Buch","Sonstige Rolle Buch","9783869291598",2011
"P5969","Gömann, Melanie","Buch","VerfasserIn Buch","9783756217571",2022
"P3077","DeMelly, Nicky","Buch","VerfasserIn Buch","9783960002680",2023
"P17510","Stüwe, Rüdiger","Buch","VerfasserIn Buch","9783956321917",2014
"P17024","Steenbergen, Carsten","Buch","VerfasserIn Buch","9783940036483",2018
"P14035","Reichelt, Uwe J. M.","Buch","VerfasserIn Buch","9783865829177",2009
"P9870","Kütter, Inga Susanne Pilar","Buch","Sonstige Rolle Buch","9783200043282",2015
"P10626","Lorang, Hans-Peter","Buch","Sonstige Rolle Buch","9783957200716",2015
"P8258","Kamin, Marina","Buch","HerausgeberIn Buch","9783940636010",2008
"P6437","Haslehner-Götz, Elfriede","Buch","VerfasserIn Buch","9783854504573",2011
"P9833","Kühnapfel, Bernd A.","Buch","Unklare Rolle Buch","9783746061535",2019
"P5616","Griebe, Hans-Joachim","Buch","HerausgeberIn Buch","9783944643878",2018
"P4112","Ewering, Petra","Buch","Sonstige Rolle Buch","9783942229647",2012
"P1520","Bionda, Alisha","Buch","HerausgeberIn Buch","9783940235404",2009
"P5187","Gerber, Georg","Literaturwettbewerb Ausgabe","Jurymitglied","WA119",2012
"P16923","St.-Franziskus-Gymnasium &lt","Buch","Unklare Rolle Buch","9783981321104",2010
"P440","Antelmann, Corinna","Buch","Unklare Rolle Buch","9783347086838",2020
"P16473","Shaw, Mia","Buch","VerfasserIn Buch","9783966419963",2020
"P18856","Weber, Regina","Buch","VerfasserIn Buch","9783943956061",2016
"P12967","Panther, Grauer","Buch","Unklare Rolle Buch","9783752976366",2020
"P6820","Hense, Karl-Heinz","Buch","VerfasserIn Buch","9783956310461",2013
"P7269","Hohlbein, Wolfgang","Buch","VerfasserIn Buch","9783940928115",2012
"P15648","Schneider, Gesa","Literaturwettbewerb Ausgabe","Jurymitglied","WA209",2020
"P7201","Hoffmann, Frank","Buch","VerfasserIn Buch","9783981617825",2014
"P18414","Vidal, Fatima","Buch","HerausgeberIn Buch","9783952453216",2015
"P7431","Huber, Ingrid","Buch","VerfasserIn Buch","9783451341366",2012
"P3359","Doderer, Heimito von","Buch","VerfasserIn Buch","9783406809057",2023
"P15921","Schulthesss, Leonora","Literaturwettbewerb Ausgabe","Jurymitglied","WA205",2019
"P12716","Ocean, Marina","Buch","VerlegerIn Buch","9798567503621",2020
"P6446","Hasselmann, Karl-Heinz","Buch","VerfasserIn Buch","9783869110349",2010
"P1553","Bissig, Florian","Literaturwettbewerb Ausgabe","Jurymitglied","WA239",2022
"P18375","Veigel, Saina","Buch","VerfasserIn Buch","9783982054001",2018
"P15184","Scheiderer, Claudia","Buch","VerfasserIn Buch","9783828027916",2010
"P18894","Wegner, Armin T.","Buch","VerfasserIn Buch","9783835311046",2012
"P18470","Voglsinger, Bernadette","Buch","Sonstige Rolle Buch","9783868067378",2017
"P4393","Fingerhuth, Catharina","Literaturwettbewerb Ausgabe","Jurymitglied","WA202",2019
"P9623","Kupfer, Martin","Buch","VerfasserIn Buch","9783868588439",2012
"P10681","Loy, Sebastian","Buch","VerfasserIn Buch","9783945045411",2020
"P18535","Vonlanthen, Isabelle","Literaturwettbewerb Ausgabe","Jurymitglied","WA143",2014
"P12809","Orgel, T.S.","Buch","VerfasserIn Buch","9783940036483",2018
"P656","Baar, Anna","Buch","VerfasserIn Buch","9783835351943",2022
"P18140","Tucholsky, Kurt","Buch","VerfasserIn Buch","9783311150671",2023
"P7877","Jankofsky, Jürgen","Buch","HerausgeberIn Buch","9783937973678",2008
"P15714","Schnurre, Marina","Buch","HerausgeberIn Buch","9783833305719",2008
"P8886","Kloser-Homma, Hans","Buch","VerfasserIn Buch","9783938368336",2010
"P13426","Plenz, Ralf","Buch","Sonstige Rolle Buch","9783941905412",2012
"P18508","Volland, Ernst","Buch","Sonstige Rolle Buch","9783881783682",2013
"P4757","Friedrich, Silvia","Buch","Sonstige Rolle Buch","9783863320157",2012
"P9774","König, Kai","Buch","HerausgeberIn Buch","9783649632894",2019
"P16697","Smith, Sir D.","Buch","VerfasserIn Buch","9783966150149",2022
"P13349","Pietzsch, Margot","Buch","VerfasserIn Buch","9783899509984",2012
"P11213","Marx, Steven","Buch","VerlegerIn Buch","9781479159796",2022
"P11238","Mathies, Susanne","Buch","HerausgeberIn Buch","9783952484913",2018
"P15858","Schröder, Ursula","Buch","VerfasserIn Buch","9783775159272",2019
"P7134","Hittinger, Gudrun","Buch","Sonstige Rolle Buch","9783957200693",2015
"P8840","Klenke, Marina","Buch","VerfasserIn Buch","9783942946476",2015
"P17781","Thalemann, Silvia","Buch","Sonstige Rolle Buch","9783906082479",2015
"P18379","Veldboer, Nicole","Buch","Sonstige Rolle Buch","9783863320232",2014
"P11684","Mieck, Monica Maria","Buch","VerfasserIn Buch","9781517564209",2015
"P19987","Ziegler-Salzmann, Rosmarie","Buch","Unklare Rolle Buch","9783746776453",2018
"P17563","Svenson, Sven","Buch","VerfasserIn Buch","9781539932895",2016
"P13053","Paulsen, Alix","Buch","HerausgeberIn Buch","9783938575611",2023
"P19470","Winter, Heike","Buch","VerfasserIn Buch","9783903406087",2022
"P19598","Wojaczek-Steffke, Elfriede","Buch","VerfasserIn Buch","9783756829699",2022
"P11285","Mau, Hella","Buch","Sonstige Rolle Buch","9783942229364",2011
"P12359","Neise, Melanie","Buch","Sonstige Rolle Buch","9783942229661",2012
"P16400","Seite, Berndt","Buch","VerfasserIn Buch","9783863971571",2021
"P2362","Busch, Biana","Buch","VerfasserIn Buch","9783940830845",2018
"P250","Allinger, Wolfgang","Literaturzeitschrift","Creator Zeitschrift","Z77",NULL
"P9058","Kohlert, Sabine","Buch","VerfasserIn Buch","9783946820062",2016
"P7052","Hilke, Arne","Buch","HerausgeberIn Buch","9783839150313",2010
"P10818","Lövenich, Christiane","Buch","VerfasserIn Buch","9783845921730",2016
"P8757","Klassner, Josef","Buch","VerfasserIn Buch","9783944502311",2013
"P546","Aschauer, Illa","Buch","Sonstige Rolle Buch","9783200043275",2015
"P11758","Mischkulnig, Lydia","Buch","VerfasserIn Buch","9783709972588",2017
"P6977","Hetten, Inga","Buch","Sonstige Rolle Buch","9783942903042",2013
"P6966","Hesse, Hermann","Buch","VerfasserIn Buch","9783940086716",2011
"P17344","Strauch, Thomas","Buch","VerfasserIn Buch","9783945113219",2017
"P11870","Moore, Mandy","Buch","HerausgeberIn Buch","9783750711099",2021
"P14572","Rossmann, Eva","Buch","VerfasserIn Buch","9783852568164",2020
"P15462","Schmidt, Birgit","Buch","VerfasserIn Buch","9783752899375",2021
"P16214","Schönberger, Margit","Buch","HerausgeberIn Buch","9783453352599",2009
"P9114","Kolporter, Wladimir","Buch","VerfasserIn Buch","9783981295207",2009
"P15907","Schuller, Wolfgang","Buch","Sonstige Rolle Buch","9783942090087",2010
"P13852","Randel, Petra","Buch","Sonstige Rolle Buch","9783981392302",2010
"P8325","Karg, Thomas","Buch","VerlegerIn Buch","9781974676767",2017
"P9210","Kotulla, Reiner","Buch","VerfasserIn Buch","9783757500436",2022
"P6014","Günsberg, Alex","Buch","VerfasserIn Buch","9783734546594",2016
"P8714","Kirsten, U.","Buch","Unklare Rolle Buch","9783746710990",2018
"P16893","Sprang, Stefan","Buch","Sonstige Rolle Buch","9783942566216",2016
"P1360","Bernewitz, Paul","Literaturzeitschrift","Creator Zeitschrift","Z41",NULL
"P19200","Westen, Anathea","Buch","VerfasserIn Buch","9783957203199",2021
"P2621","Carpenter, Jennifer","Buch","VerfasserIn Buch","9783750714472",2022
"P6608","Heil, Monika","Buch","VerfasserIn Buch","9783982012278",2022
"P8478","Keller, Hildegard Elisabeth","Literaturwettbewerb Ausgabe","Jurymitglied","WA3",2010
"P18019","Traitler, Reinhild","Buch","VerfasserIn Buch","9783852852799",2015
"P15532","Schmidt, Ulrike","Buch","VerfasserIn Buch","9783957202437",2018
"P17273","Stoll, Beatrice","Literaturwettbewerb Ausgabe","Jurymitglied","WA97",2010
"P19688","Wolters, Dieter","Buch","VerfasserIn Buch","9783967531589",2023
"P1259","Berg, Ben","Buch","HerausgeberIn Buch","9783939300144",2012
"P15715","Schnurre, Wolfdietrich","Buch","VerfasserIn Buch","9783833305719",2008
"P19890","Zapp, Werner","Buch","VerfasserIn Buch","9783945725061",2015
"P1014","Bechtolsheimer, Heinrich","Buch","VerfasserIn Buch","9783862320202",2012
"P4744","Friedrich, Elise Sophie","Buch","Sonstige Rolle Buch","9783944284415",2014
"P14822","Rüsch, Martin","Buch","VerfasserIn Buch","9783945045114",2017
"P11353","Mayr, Helmut","Buch","VerfasserIn Buch","9783898704915",2008
"P2670","Chaffin-Schäfer, Nicole","Buch","VerfasserIn Buch","9783842240018",2012
"P4851","Fucci, Marva","Buch","VerfasserIn Buch","9783750714441",2021
"P14175","Reschika, Richard","Buch","VerfasserIn Buch","9783959302722",2023
"P16109","Schweizer, Stefanie","Buch","HerausgeberIn Buch","9783649632757",2019
"P15839","Schröck, Petra","Buch","VerfasserIn Buch","9783944643878",2018
"P7880","Jansa, Fides","Buch","VerfasserIn Buch","9783981791358",2020
"P1453","Bichl, Eva Maria","Buch","VerfasserIn Buch","9783902709400",2010
"P9120","Kondrat, Kristiane","Buch","VerfasserIn Buch","9783946773153",2019
"P13492","Polosek, Pascal","Buch","Unklare Rolle Buch","9783746931210",2018
"P9021","Koch-Gosejacob, Anne","Buch","VerfasserIn Buch","9783866855861",2016
"P16859","Spiekermann, Dörte","Buch","HerausgeberIn Buch","9783866855373",2015
"P12475","New, Andie","Buch","Unklare Rolle Buch","9783750420472",2019
"P9497","Krämer, Gisela","Buch","VerfasserIn Buch","9783756223558",2022
"P4348","Feßmann, Meike","Literaturwettbewerb Ausgabe","Jurymitglied","WA8",2015
"P10793","Läubli, Martina","Literaturwettbewerb Ausgabe","Jurymitglied","WA129",2013
"P7944","Jennerjahn-Hakenes, Birgit","Buch","Sonstige Rolle Buch","9783942229425",2011
"P16666","Skrypzak, Georg","Buch","Sonstige Rolle Buch","9783866852150",2009
"P14425","Rodgers, Davina","Literaturwettbewerb Ausgabe","Jurymitglied","WA224",2021
"P19761","Wustmann, Gerrit","Buch","VerfasserIn Buch","9783945453018",2014
"P10335","Lesche, Dorothea","Buch","VerfasserIn Buch","9783957202024",2018
"P17771","Teusch, Tanja","Buch","Sonstige Rolle Buch","9783863320058",2012
"P6502","Hausen-Kalcher, Urslua","Buch","VerfasserIn Buch","9783960141440",2016
"P9178","Korthals, Jens","Buch","HerausgeberIn Buch","9783866856684",2018
"P7153","Hochberger, Christine","Buch","Sonstige Rolle Buch","9783954882335",2013
"P3032","Darsen, Reina","Buch","Sonstige Rolle Buch","9783960080725",2015
"P6445","Hasselmann, D. O.","Buch","VerfasserIn Buch","9783755715610",2021
"P674","Bacheh, Saza","Buch","Sonstige Rolle Buch","9783942229371",2011
"P20028","Zingg, Martin","Literaturwettbewerb Ausgabe","Jurymitglied","WA249",2023
"P9578","Kuhn, Joachim","Buch","VerfasserIn Buch","9783866751811",2012
"P2349","Burkhard, Alex","Buch","VerfasserIn Buch","9783944035154",2013
"P9353","Kreichgauer, Dominique","Buch","Sonstige Rolle Buch","9783746260686",2021
"P2277","Buck, Rainer","Buch","VerfasserIn Buch","9783757823733",2023
"P9199","Kosznitzki, Volker","Buch","VerfasserIn Buch","9783942614627",2013
"P11262","Matthes, Carmen","Buch","Sonstige Rolle Buch","9783942229388",2011
"P20120","Zörner, Peter","Buch","VerfasserIn Buch","9783000637773",2019
"P15277","Schilina, Wera","Buch","Sonstige Rolle Buch","9783902503541",2013
"P11262","Matthes, Carmen","Buch","Sonstige Rolle Buch","9783942229661",2012
"P1444","Beylouny, Julia","Buch","VerfasserIn Buch","9783957651129",2017
"P14097","Reinprecht, Marlies","Buch","Sonstige Rolle Buch","9783990281185",2013
"P13957","Reckewitz, Marcus","Buch","VerfasserIn Buch","9783596160792",2009
"P887","Bauch, Volker","Buch","HerausgeberIn Buch","9783746254913",2019
"P6434","Hary, Wilfried A.","Buch","Unklare Rolle Buch","9783753101040",2020
"P5335","Glatz, Helmut","Buch","Sonstige Rolle Buch","9783942229364",2011
"P7989","Joanowitsch, Katharina","Buch","VerfasserIn Buch","9783982012261",2021
"P15702","Schneuwly, Karin","Literaturwettbewerb Ausgabe","Jurymitglied","WA92",2010
"P11653","Michaelis, Jan","Buch","VerfasserIn Buch","9783954070305",2013
"P708","Badura, Lea","Buch","Sonstige Rolle Buch","9783944284576",2014
"P17536","Summers, Mila","Buch","VerfasserIn Buch","9781540604002",2016
"P7985","Joachim, Peter","Buch","VerfasserIn Buch","9783755712978",2021
"P5498","Graf, Mia","Buch","VerlegerIn Buch","9783384054999",2023
"P17453","Studer, Liliane","Literaturwettbewerb Ausgabe","Jurymitglied","WA170",2016
"P11262","Matthes, Carmen","Buch","Sonstige Rolle Buch","9783942229135",2010
"P2590","Canal, Anne von","Buch","VerfasserIn Buch","9783866486232",2020
"P3444","Draber, Matthias","Buch","VerfasserIn Buch","9783945713495",2017
"P12294","Napierala, Frauke","Buch","Sonstige Rolle Buch","9783944668550",2016
"P9936","Lammers, Ina","Buch","HerausgeberIn Buch","9783956450884",2013
"P1786","Bolz, Martin","Buch","VerfasserIn Buch","9783868130454",2016
"P1511","Binder, Kurt H.","Buch","VerfasserIn Buch","9783000457395",2014
"P16962","Stamm, Peter","Buch","VerfasserIn Buch","9783100022264",2020
"P10355","Leufker, Achim","Buch","VerfasserIn Buch","9783988090027",2023
"P17626","Süss, Birgit","Buch","Sonstige Rolle Buch","9783981489170",2012
"P12261","Nadine Buch, Nadine","Buch","VerfasserIn Buch","9783967411799",2022
"P12533","Nielsen, Jens","Literaturwettbewerb Ausgabe","Jurymitglied","WA214",2020
"P1473","Biehl, Matthias","Buch","VerfasserIn Buch","9783957202086",2017
"P2080","Brexendorf, Dara","Literaturzeitschrift","Creator Zeitschrift","Z18",NULL
"P17575","Swillims, Wolfgang","Buch","VerfasserIn Buch","9783940640550",2011
"P2336","Burger, Wolfgang","Buch","HerausgeberIn Buch","9783839210246",2009
"P9484","Kruse, Margit","Buch","VerfasserIn Buch","9783831330126",2021
"P8526","Kenn, Gustav","Buch","VerfasserIn Buch","9783741852350",2016
"P17623","Sültz, Uwe Heinz","Buch","VerfasserIn Buch","9783753407296",2021
"P621","Axel, Heidi","Buch","VerfasserIn Buch","9783967530209",2020
"P385","Andresen, Lorenz-Peter","Buch","Sonstige Rolle Buch","9783944284255",2014
"P19765","Wuttke, Christina","Buch","Sonstige Rolle Buch","9783863320232",2014
"P9970","Landmesser, Alfred","Buch","VerfasserIn Buch","9783475541759",2013
"P9148","Kopp, Feri","Buch","VerfasserIn Buch","9783991394327",2022
"P5879","Gundermann, Charlotte","Buch","Unklare Rolle Buch","9783751920100",2020
"P17758","Tesch, Gerd","Buch","VerfasserIn Buch","9783941200678",2018
"P2453","Böhm, Martina","Buch","Unklare Rolle Buch","9783746937731",2018
"P4796","Fritsche, Herbert","Buch","VerfasserIn Buch","9783864683053",2013
"P14958","Sanders, Jasmine","Buch","VerfasserIn Buch","9783750711303",2021
"P17634","Taddeo, Yvonne","Buch","VerfasserIn Buch","9781798934135",2019
"P9881","Laabs, Joochen","Buch","VerfasserIn Buch","9783969820285",2021
"P7582","Höcherl, Hermann","Buch","Sonstige Rolle Buch","9783936511789",2010
"P13451","Poenaru, Vasile V.","Buch","VerfasserIn Buch","9798441098533",2022
"P2527","Büren, Hans-Jörg von","Buch","VerfasserIn Buch","9783952328071",2010
"P20319","van Uytrecht, Mylgia","Buch","VerfasserIn Buch","9783347391628",2021
"P12918","Padberg, Elle","Buch","VerfasserIn Buch","9783839136065",2009
"P7908","Janus, Tilman","Buch","Sonstige Rolle Buch","9783939542643",2011
"P16654","Skitschak, Sarah","Buch","Unklare Rolle Buch","9783750408197",2019
"P13618","Prinz, Petra","Buch","VerfasserIn Buch","9783754164266",2021
"P3224","Dewi, C.","Buch","Sonstige Rolle Buch","9783981522013",2012
"P11288","Maucher, Stefanie","Buch","Sonstige Rolle Buch","9783958690585",2015
"P367","Andexlinger, Christoph","Buch","VerfasserIn Buch","9783990161548",2019
"P14469","Roloff, Heike","Buch","VerfasserIn Buch","9783944758336",2021
"P13626","Prochnow, Peter","Buch","VerfasserIn Buch","9783862687077",2012
"P2360","Bury, Kevin","Buch","Unklare Rolle Buch","9783748500254",2019
"P12141","Müller, Hans-Georg","Buch","VerfasserIn Buch","9783943755015",2012
"P836","Barth, Rita","Buch","Sonstige Rolle Buch","9783944284811",2014
"P14613","Rother, Paul","Buch","VerfasserIn Buch","9783864559099",2014
"P9172","Kornberger, Ruth","Literaturwettbewerb Ausgabe","GewinnerIn","WA28",2017
"P8375","Kastberger, Klaus","Literaturwettbewerb Ausgabe","Jurymitglied","WA7",2014
"P8608","Khoury, Bassima","Buch","VerfasserIn Buch","9783752671544",2021
"P12494","Nickert, Benjamin","Buch","VerfasserIn Buch","9783751953658",2021
"P16140","Schwindl-Welle, Brigitta","Buch","Sonstige Rolle Buch","9783944284811",2014
"P12864","Ott, Ursula","Buch","VerfasserIn Buch","9783938704714",2008
"P4502","Fleckenstein, Karl-Heinz","Buch","VerfasserIn Buch","9783850407205",2012
"P15187","Scheidig, Dieter","Buch","Unklare Rolle Buch","9783748190530",2019
"P16668","Skudlarek, Jan","Buch","Sonstige Rolle Buch","9783981358728",2012
"P17132","Steinmüller, Angela","Buch","VerfasserIn Buch","9783946503170",2017
"P10333","Leroch, Karin","Buch","VerfasserIn Buch","9783903296299",2020
"P6724","Helfer, Monika","Buch","VerfasserIn Buch","9783709978023",2014
"P18060","Trentin, Valentin","Buch","VerfasserIn Buch","9783907106198",2018
"P221","Albrecht, Susanne Ulrike Maria","Buch","Sonstige Rolle Buch","9783863320058",2012
"P5155","Gelfert, Josepha","Buch","Sonstige Rolle Buch","9783950300222",2011
"P11237","Mathes, Anni","Buch","VerfasserIn Buch","9783957203199",2021
"P9130","Konrad, Susanne","Buch","VerfasserIn Buch","9783863562595",2019
"P17483","Stöckli, Rainer","Buch","HerausgeberIn Buch","9783861424703",2009
"P1826","Borchers, Ulrich","Buch","VerfasserIn Buch","9783981876864",2018
"P14313","Rieger, Gisela","Buch","VerfasserIn Buch","9783941633551",2019
"P19204","Westermann, Felix","Buch","VerlegerIn Buch","9783033035133",2012
"P19664","Wolff, Stefanie","Buch","Sonstige Rolle Buch","9783945004043",2014
"P3079","DeSade, Kucharzak","Buch","VerfasserIn Buch","9783982357065",2022
"P1417","Beuchert, Karsten","Buch","VerfasserIn Buch","9783940830920",2017
"P2765","Ciklaminy, Zorka","Literaturwettbewerb Ausgabe","Jurymitglied","WA133",2013
"P3642","Ebbertz, Martin","Buch","HerausgeberIn Buch","9783963112645",2019
"P221","Albrecht, Susanne Ulrike Maria","Buch","VerfasserIn Buch","9783947083398",2020
"P2133","Bronisch, Matthias","Buch","HerausgeberIn Buch","9783939264132",2016
"P8190","Kafka, Franz","Buch","VerfasserIn Buch","9783899195903",2018
"P16813","Spang, Benjamin","Buch","HerausgeberIn Buch","9783757956677",2023
"P15928","Schulz, Bernhard","Buch","VerfasserIn Buch","9798357263759",2023
"P9251","Kragulj, Claudia","Buch","VerfasserIn Buch","9783757863418",2023
"P19288","Wiederstein, Michael","Literaturwettbewerb Ausgabe","Jurymitglied","WA12",2019
"P15464","Schmidt, Brigitte","Buch","VerfasserIn Buch","9783863862190",2012
"P10380","Ley, Roy Francis","Buch","Sonstige Rolle Buch","9783942539005",2010
"P8816","Kleine Stevermüer, Ursula","Buch","VerfasserIn Buch","9783961453146",2018
"P5683","Grom, Nicole","Buch","VerfasserIn Buch","9783959593366",2022
"P17395","Stritzelberger, Sarah","Buch","Sonstige Rolle Buch","9783863320058",2012
"P1724","Bodendorff, Werner","Buch","VerfasserIn Buch","9783826047992",2012
"P3763","Ehme, Eika","Buch","Sonstige Rolle Buch","9783942229227",2011
"P3000","Danisch, Barbara","Buch","Sonstige Rolle Buch","9783866751415",2010
"P18674","Wahnschaffe, Claudia","Buch","VerfasserIn Buch","9783959591973",2020
"P3608","Dörmann, Nina","Buch","Sonstige Rolle Buch","9783944284255",2014
"P597","Aurel, Jasmin","Buch","VerfasserIn Buch","9783906829326",2017
"P6883","Hermann, Edgar","Buch","VerfasserIn Buch","9783907551547",2017
"P19458","Winter, B.D.","Buch","Unklare Rolle Buch","9783752839722",2018
"P15113","Schami, Rafik","Buch","VerfasserIn Buch","9783747200094",2019
"P8568","Kesse, Petra","Buch","Sonstige Rolle Buch","9783944284576",2014
"P3563","Dutzler, Martina","Buch","VerfasserIn Buch","9783956690945",2018
"P2919","Cuneo, Anne","Buch","Sonstige Rolle Buch","9783857917776",2016
"P15389","Schlover, Micha von","Buch","VerfasserIn Buch","9783837207156",2010
"P1253","Berchtenbreiter, Franziska","Buch","Sonstige Rolle Buch","9783000744815",2023
"P5477","Grabenhorst, Klaus","Buch","VerfasserIn Buch","9783949983023",2022
"P8333","Karl, Monica","Buch","Sonstige Rolle Buch","9783000410062",2013
"P15706","Schnitzler, Arthur","Buch","VerfasserIn Buch","9783150202548",2012
"P8865","Klingler, Eva","Buch","VerfasserIn Buch","9783765091209",2016
"P2200","Bruweleit, Stefan","Buch","VerfasserIn Buch","9783982414263",2022
"P3552","Dupien, Constantin","Buch","HerausgeberIn Buch","9783958695351",2023
"P5681","Grol, Karen","Buch","HerausgeberIn Buch","9783942181273",2012
"P17437","Strätling, Ulrike","Buch","VerfasserIn Buch","9783765543128",2017
"P1667","Bloom, Heike","Buch","HerausgeberIn Buch","9783981836011",2017
"P18948","Weigl, Bernhard","Buch","VerfasserIn Buch","9783866382671",2020
"P20105","Zwerschina, Franz","Buch","VerfasserIn Buch","9783947738601",2021
"P17273","Stoll, Beatrice","Literaturwettbewerb Ausgabe","Jurymitglied","WA132",2013
"P14801","Rößler, Lysann","Buch","HerausgeberIn Buch","9783944284163",2013
"P18325","Valentin, Karl","Buch","VerfasserIn Buch","9783737411134",2019
"P5406","Gogolin, Wolfgang A.","Buch","HerausgeberIn Buch","9783939771197",2011
"P18369","Veelmann, Florian","Buch","VerfasserIn Buch","9783384049490",2023
"P15008","Sasse, Detlef","Buch","VerfasserIn Buch","9783963521089",2023
"P16684","Slattery, David","Buch","VerfasserIn Buch","9783347292192",2021
"P4204","Faye, Helena","Buch","Unklare Rolle Buch","9783750408197",2019
"P12211","Müller-Tiburtius, Renata","Buch","VerfasserIn Buch","9783756200634",2022
"P251","Allmayer, Gerlinde","Buch","Sonstige Rolle Buch","9783950162318",2009
"P10035","Langenegger, Lorenz","Buch","Sonstige Rolle Buch","9783905976403",2016
"P6156","Hagen, Barbara","Buch","VerfasserIn Buch","9783940830715",2017
"P13905","Rauch, Prisca","Literaturwettbewerb Ausgabe","Jurymitglied","WA108",2011
"P5498","Graf, Mia","Buch","VerfasserIn Buch","9783384093707",2023
"P4393","Fingerhuth, Catharina","Literaturwettbewerb Ausgabe","Jurymitglied","WA146",2014
"P1553","Bissig, Florian","Literaturwettbewerb Ausgabe","Jurymitglied","WA242",2022
"P18484","Vogt, Pit","Buch","VerfasserIn Buch","9783757553227",2023
"P2380","Buss, Cinzia","Buch","VerfasserIn Buch","9783957801630",2019
